"","...1","i","df_name","k","df_name_specific","Time","CalendarURL","Location"
"2015",2015,503,"Carrer dels Herois del Bruc",10,"Carrer dels Herois del Bruc 9","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/15490000009000090","Delante de casa"
"2016",2016,503,"Carrer dels Herois del Bruc",15,"Carrer dels Herois del Bruc 15","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/15490000015000150","Delante de casa"
"2017",2017,504,"Plaça de Josep Rovira",1,"Plaça de Josep Rovira 1 - 3","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70121800001000030","Delante de casa"
"2018",2018,504,"Plaça de Josep Rovira",5,"Plaça de Josep Rovira 7","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70121800007000070","Delante de casa"
"2019",2019,504,"Plaça de Josep Rovira",10,"Plaça de Josep Rovira 11","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70121800011000110","Delante de casa"
"2020",2020,504,"Plaça de Josep Rovira",15,"Plaça de Josep Rovira 16","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70121800016000160","Delante de casa"
"2021",2021,506,"Carrer de la Plata",1,"Carrer de la Plata 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26000100001000010","Delante de casa"
"2022",2022,506,"Carrer de la Plata",5,"Carrer de la Plata 5B","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26000100005B0005B","Delante de casa"
"2023",2023,506,"Carrer de la Plata",10,"Carrer del Riu de la Plata 4","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/28270700004000040","Delante de casa"
"2024",2024,506,"Carrer de la Plata",15,"Carrer del Riu de la Plata 13","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/28270700013000130","Delante de casa"
"2025",2025,506,"Carrer de la Plata",20,"Carrer del Riu de la Plata 23 - 27","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/28270700023000270","Delante de casa"
"2026",2026,506,"Carrer de la Plata",25,"Carrer de Bonaplata 2","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/04490200002000020","Delante de casa"
"2027",2027,507,"Escales Sense Nom (Llerona-Balenya)",1,"Escales Sense Nom (Llerona-Balenya) 1","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70014000001000010","Delante de casa"
"2028",2028,507,"Escales Sense Nom (Llerona-Balenya)",5,"Escales Sense Nom (Llerona-Balenya) 5","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70014000005000050","Delante de casa"
"2029",2029,507,"Escales Sense Nom (Llerona-Balenya)",10,"Escales Sense Nom (Llerona-Balenya) 10","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70014000010000100","Delante de casa"
"2030",2030,508,"Passatge de Monyarc",1,"Passatge de Monyarc 7","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/21420800007000070","Delante de casa"
"2031",2031,509,"Plaça de Sant Agustí",1,"Plaça de Sant Agustí Vell 1","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29600900001000010","Delante de casa"
"2032",2032,509,"Plaça de Sant Agustí",5,"Plaça de Sant Agustí Vell 6","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29600900006000060","Delante de casa"
"2033",2033,509,"Plaça de Sant Agustí",10,"Plaça de Sant Agustí Vell 11 - 12","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29600900011000120","Delante de casa"
"2034",2034,509,"Plaça de Sant Agustí",15,"Plaça de Sant Agustí Vell 17","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29600900017000170","Delante de casa"
"2035",2035,509,"Plaça de Sant Agustí",20,"Plaça de Sant Agustí 4","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29590200004000040","Delante de casa"
"2036",2036,510,"Carrer del Pas de l'Ensenyança",1,"Carrer del Pas de l'Ensenyança 1 - 3","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/24720700001000030","Delante de casa"
"2037",2037,510,"Carrer del Pas de l'Ensenyança",5,"Carrer del Pas de l'Ensenyança 6","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/24720700006000060","Delante de casa"
"2038",2038,511,"Passatge de la Galla",1,"Passatge de la Galla 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/13930600001000010","Delante de casa"
"2039",2039,511,"Passatge de la Galla",5,"Passatge de la Galla 6","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/13930600006000060","Delante de casa"
"2040",2040,512,"Plaça del Moviment Obrer",1,"Plaça del Moviment Obrer 1X","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70162300001X0001X","Delante de casa"
"2041",2041,512,"Plaça del Moviment Obrer",5,"Plaça del Moviment Obrer 5","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70162300005000050","Delante de casa"
"2042",2042,513,"Passatge del Passerell",1,"Passatge del Passerell 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/24510000001000010","Delante de casa"
"2043",2043,513,"Passatge del Passerell",5,"Passatge del Passerell 5","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/24510000005000050","Delante de casa"
"2044",2044,514,"Carrer de Tàrent",1,"Carrer de Tàrent 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/33120100001000010","Delante de casa"
"2045",2045,514,"Carrer de Tàrent",5,"Carrer de Tàrent 5","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/33120100005000050","Delante de casa"
"2046",2046,515,"Passatge Antic de València",1,"Passatge Antic de València 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/01756800001000010","Delante de casa"
"2047",2047,515,"Passatge Antic de València",5,"Passatge Antic de València 6",NA,NA,NA
"2048",2048,515,"Passatge Antic de València",10,"Passatge Antic de València 12","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/01756800012000120","Delante de casa"
"2049",2049,515,"Passatge Antic de València",15,"Passatge Antic de València 22","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/01756800022000220","Delante de casa"
"2050",2050,516,"Carrer del Timó",1,"Carrer del Timó 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/33780900001000010","Delante de casa"
"2051",2051,517,"Passatge de Pitàgores",1,"Passatge de Pitàgores 1B","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25860000001B0001B","Delante de casa"
"2052",2052,517,"Passatge de Pitàgores",5,"Passatge de Pitàgores 7","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25860000007000070","Delante de casa"
"2053",2053,517,"Passatge de Pitàgores",10,"Passatge de Pitàgores 13","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25860000013000130","Delante de casa"
"2054",2054,518,"Plaça de les Masies d'Horta",1,"Plaça de les Masies d'Horta 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70160300001000010","Delante de casa"
"2055",2055,519,"Plaça de Carme i Enriqueta Soriano i Tresserra",1,"Plaça de Carme i Enriqueta Soriano i Tresserra 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70187800001000010","Delante de casa"
"2056",2056,520,"Passatge de París",1,"Passatge de París 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/24590400001000010","Delante de casa"
"2057",2057,520,"Passatge de París",5,"Passatge de París 4","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/24590400004000040","Delante de casa"
"2058",2058,520,"Passatge de París",10,"Passatge de París 9","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/24590400009000090","Delante de casa"
"2059",2059,520,"Passatge de París",15,"Passatge de Peris i Mencheta 4","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/25340300004000040","Delante de casa"
"2060",2060,521,"Plaça d'Espanya",1,"Plaça d'Espanya 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11400000001000010","Delante de casa"
"2061",2061,521,"Plaça d'Espanya",5,"Plaça d'Espanya 6 - 8","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11400000006000080","Delante de casa"
"2062",2062,522,"Carrer dels Avellà",1,"Carrer dels Avellà 1","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/02860000001000010","Delante de casa"
"2063",2063,522,"Carrer dels Avellà",5,"Carrer dels Avellà 6","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/02860000006000060","Delante de casa"
"2064",2064,522,"Carrer dels Avellà",10,"Carrer de Ravella 3","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/27590500003000030","Delante de casa"
"2065",2065,522,"Carrer dels Avellà",15,"Carrer de Ravella 8","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/27590500008000080","Delante de casa"
"2066",2066,522,"Carrer dels Avellà",20,"Carrer de Ravella 12","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/27590500012000120","Delante de casa"
"2067",2067,522,"Carrer dels Avellà",25,"Carrer de Ravella 16B","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/27590500016B0016B","Delante de casa"
"2068",2068,523,"Carrer de la Reina Cristina",1,"Carrer de la Reina Cristina 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/27790000001000010","Delante de casa"
"2069",2069,523,"Carrer de la Reina Cristina",5,"Carrer de la Reina Cristina 5","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/27790000005000050","Delante de casa"
"2070",2070,523,"Carrer de la Reina Cristina",10,"Carrer de la Reina Cristina 10","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/27790000010000100","Delante de casa"
"2071",2071,524,"Carrer de Llauder",1,"Carrer de Llauder 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18460600001000010","Delante de casa"
"2072",2072,524,"Carrer de Llauder",5,"Carrer de Llauder 5","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18460600005000050","Delante de casa"
"2073",2073,525,"Plaça de Tirant lo Blanc",1,"Plaça de Tirant lo Blanc 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70067100001000010","Delante de casa"
"2074",2074,525,"Plaça de Tirant lo Blanc",5,"Plaça de Tirant lo Blanc 5","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70067100005000050","Delante de casa"
"2075",2075,526,"Carrer de Felip Gil",1,"Carrer de Felip Gil 1","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/12150400001000010","Delante de casa"
"2076",2076,526,"Carrer de Felip Gil",5,"Carrer de Felip Gil 6","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/12150400006000060","Delante de casa"
"2077",2077,527,"Plaça del Gall",1,"Plaça del Gall 1 - 1X","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/7001540000100001X","Delante de casa"
"2078",2078,527,"Plaça del Gall",5,"Plaça de Maragall 4","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19450800004000040","Delante de casa"
"2079",2079,527,"Plaça del Gall",10,"Plaça de Maragall 10 - 11","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19450800010000110","Delante de casa"
"2080",2080,527,"Plaça del Gall",15,"Plaça de Maragall 16","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19450800016000160","Delante de casa"
"2081",2081,527,"Plaça del Gall",20,"Plaça de Maragall 21","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19450800021000210","Delante de casa"
"2082",2082,527,"Plaça del Gall",25,"Plaça de Maragall 9999","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/19450809999099990","Delante de casa"
"2083",2083,528,"Plaça de Joaquín Maurín",1,"Plaça de Joaquín Maurín 1X","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/70124100001X0001X","Delante de casa"
"2084",2084,529,"Carrer de Bonaplata",1,"Carrer de Bonaplata 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/04490200001000010","Delante de casa"
"2085",2085,529,"Carrer de Bonaplata",5,"Carrer de Bonaplata 5 - 7","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/04490200005000070","Delante de casa"
"2086",2086,529,"Carrer de Bonaplata",10,"Carrer de Bonaplata 10","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/04490200010000100","Delante de casa"
"2087",2087,529,"Carrer de Bonaplata",15,"Carrer de Bonaplata 15","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/04490200015000150","Delante de casa"
"2088",2088,529,"Carrer de Bonaplata",20,"Carrer de Bonaplata 20","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/04490200020000200","Delante de casa"
"2089",2089,529,"Carrer de Bonaplata",25,"Carrer de Bonaplata 25","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/04490200025000250","Delante de casa"
"2090",2090,530,"Carrer d'Enric Granados",1,"Carrer d'Enric Granados 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11030400001000010","Delante de casa"
"2091",2091,530,"Carrer d'Enric Granados",5,"Carrer d'Enric Granados 5","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11030400005000050","Delante de casa"
"2092",2092,530,"Carrer d'Enric Granados",10,"Carrer d'Enric Granados 10","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11030400010000100","Delante de casa"
"2093",2093,530,"Carrer d'Enric Granados",15,"Carrer d'Enric Granados 15 - 17","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11030400015000170","Delante de casa"
"2094",2094,530,"Carrer d'Enric Granados",20,"Carrer d'Enric Granados 22","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11030400022000220","Delante de casa"
"2095",2095,530,"Carrer d'Enric Granados",25,"Carrer d'Enric Granados 27","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/11030400027000270","Delante de casa"
"2096",2096,531,"Carrer de Sant Cristòfol",1,"Carrer de Sant Cristòfol 1 - 5","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29880900001000050","Delante de casa"
"2097",2097,531,"Carrer de Sant Cristòfol",5,"Carrer de Sant Cristòfol 10","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29880900010000100","Delante de casa"
"2098",2098,531,"Carrer de Sant Cristòfol",10,"Carrer de Sant Cristòfol 15","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29880900015000150","Delante de casa"
"2099",2099,531,"Carrer de Sant Cristòfol",15,"Carrer de Sant Cristòfol 21","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29880900021000210","Delante de casa"
"2100",2100,531,"Carrer de Sant Cristòfol",20,"Carrer de l'Arc de Sant Cristòfol 5","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/02040500005000050","Delante de casa"
"2101",2101,531,"Carrer de Sant Cristòfol",25,"Carrer de l'Arc de Sant Cristòfol 11 - 23","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/02040500011000230","Delante de casa"
"2102",2102,532,"Carrer de la Vinya Llarga",1,"Carrer de la Vinya Llarga 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/36440400001000010","Delante de casa"
"2103",2103,532,"Carrer de la Vinya Llarga",5,"Carrer de la Vinya Llarga 5 - 9","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/36440400005000090","Delante de casa"
"2104",2104,532,"Carrer de la Vinya Llarga",10,"Carrer de la Vinya Llarga 14","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/36440400014000140","Delante de casa"
"2105",2105,533,"Carrer dels Mestres Casals i Martorell",1,"Carrer dels Mestres Casals i Martorell 1 - 5","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18910000001000050","Delante de casa"
"2106",2106,533,"Carrer dels Mestres Casals i Martorell",5,"Carrer dels Mestres Casals i Martorell 7 - 11","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18910000007000110","Delante de casa"
"2107",2107,533,"Carrer dels Mestres Casals i Martorell",10,"Carrer dels Mestres Casals i Martorell 14","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18910000014000140","Delante de casa"
"2108",2108,533,"Carrer dels Mestres Casals i Martorell",15,"Carrer dels Mestres Casals i Martorell 20","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18910000020000200","Delante de casa"
"2109",2109,533,"Carrer dels Mestres Casals i Martorell",20,"Carrer dels Mestres Casals i Martorell 25","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/18910000025000250","Delante de casa"
"2110",2110,534,"Carrer de Sant Cugat del Vallès",1,"Carrer de Sant Cugat del Vallès 1 - 3","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29920000001000030","Delante de casa"
"2111",2111,534,"Carrer de Sant Cugat del Vallès",5,"Carrer de Sant Cugat del Vallès 6 - 8","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29920000006000080","Delante de casa"
"2112",2112,534,"Carrer de Sant Cugat del Vallès",10,"Carrer de Sant Cugat del Vallès 18","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29920000018000180","Delante de casa"
"2113",2113,534,"Carrer de Sant Cugat del Vallès",15,"Carrer de Sant Cugat del Vallès 24","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29920000024000240","Delante de casa"
"2114",2114,534,"Carrer de Sant Cugat del Vallès",20,"Carrer de Sant Cugat del Vallès 29","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29920000029000290","Delante de casa"
"2115",2115,534,"Carrer de Sant Cugat del Vallès",25,"Carrer de Sant Cugat del Vallès 33X","Jueves, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/29920000033X0033X","Delante de casa"
"2116",2116,535,"Plaça de Calvó",1,"Plaça de Calvó 1 - 2","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/05570500001000020","Delante de casa"
"2117",2117,535,"Plaça de Calvó",5,"Plaça de Sonia Rescalvo Zafra","Es necesario solicitar el servicio de recogida de muebles y trastos viejos en el teléfono 010 (gratuito), y sacarlos el martes de 20.00 a 22.00 horas. El servicio de recogida los pasará a buscar al día siguiente, pero solo retirará aquellos muebles y trastos que se hayan solicitado a través de este servicio.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/","Delante de casa"
"2118",2118,536,"Carrer del Bisbe Sivilla",1,"Carrer del Bisbe Sivilla 1 - 3","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23280000001000030","Delante de casa"
"2119",2119,536,"Carrer del Bisbe Sivilla",5,"Carrer del Bisbe Sivilla 6","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23280000006000060","Delante de casa"
"2120",2120,536,"Carrer del Bisbe Sivilla",10,"Carrer del Bisbe Sivilla 11 - 13","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23280000011000130","Delante de casa"
"2121",2121,536,"Carrer del Bisbe Sivilla",15,"Carrer del Bisbe Sivilla 17","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23280000017000170","Delante de casa"
"2122",2122,536,"Carrer del Bisbe Sivilla",20,"Carrer del Bisbe Sivilla 22 - 30","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23280000022000300","Delante de casa"
"2123",2123,536,"Carrer del Bisbe Sivilla",25,"Carrer del Bisbe Sivilla 31 - 33","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/23280000031000330","Delante de casa"
"2124",2124,537,"Carrer de Baldomer Girona",1,"Carrer de Baldomer Girona 1","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03210900001000010","Delante de casa"
"2125",2125,537,"Carrer de Baldomer Girona",5,"Carrer de Baldomer Girona 5","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03210900005000050","Delante de casa"
"2126",2126,537,"Carrer de Baldomer Girona",10,"Carrer de Baldomer Girona 11","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03210900011000110","Delante de casa"
"2127",2127,537,"Carrer de Baldomer Girona",15,"Carrer de Baldomer Girona 20","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/03210900020000200","Delante de casa"
"2128",2128,538,"Carrer del Portell",1,"Carrer del Portell 1","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26360000001000010","Delante de casa"
"2129",2129,538,"Carrer del Portell",5,"Carrer del Portell 3B","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26360000003B0003B","Delante de casa"
"2130",2130,538,"Carrer del Portell",10,"Carrer del Portell 7","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26360000007000070","Delante de casa"
"2131",2131,538,"Carrer del Portell",15,"Carrer del Portell 10","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26360000010000100","Delante de casa"
"2132",2132,538,"Carrer del Portell",20,"Carrer del Portell 16","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26360000016000160","Delante de casa"
"2133",2133,538,"Carrer del Portell",25,"Carrer del Portell 21","Viernes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/26360000021000210","Delante de casa"
"2134",2134,539,"Carrer de García-Mariño",1,"Carrer de García-Mariño 1 - 3","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/14010100001000030","Delante de casa"
"2135",2135,539,"Carrer de García-Mariño",5,"Carrer de García-Mariño 6","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/14010100006000060","Delante de casa"
"2136",2136,539,"Carrer de García-Mariño",10,"Carrer de García-Mariño 11","Miércoles, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/14010100011000110","Delante de casa"
"2137",2137,540,"Plaça de la Unió",1,"Plaça de la Unió 1 - 3","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/34900300001000030","Delante de casa"
"2138",2138,540,"Plaça de la Unió",5,"Plaça de la Unió 9","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/34900300009000090","Delante de casa"
"2139",2139,540,"Plaça de la Unió",10,"Plaça de la Unió 14","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/34900300014000140","Delante de casa"
"2140",2140,540,"Plaça de la Unió",15,"Plaça de la Unió 21","Lunes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/34900300021000210","Delante de casa"
"2141",2141,541,"Carrer de Calvet",1,"Carrer de Calvet 1","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/05560300001000010","Delante de casa"
"2142",2142,541,"Carrer de Calvet",5,"Carrer de Calvet 7","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/05560300007000070","Delante de casa"
"2143",2143,541,"Carrer de Calvet",10,"Carrer de Calvet 15","Martes, de 20.00 a 22.00 h.","https://ajuntament.barcelona.cat/cercador-de-residus/es/calcid/05560300015000150","Delante de casa"
